B fraction,N fraction,O fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,frac s valence electrons,frac p valence electrons
0.4,0.6,0.0,12.72842,14.2,2.0,2.0,6.2,0.19999999999999996,0.7300000000000001,1.0,2.64,2.0,2.2,0.47619047619047616,0.5238095238095238
0.4,0.6,0.0,12.72842,14.2,2.0,2.0,6.2,0.19999999999999996,0.7300000000000001,1.0,2.64,2.0,2.2,0.47619047619047616,0.5238095238095238
0.2,0.8,0.0,13.367560000000001,14.6,2.0,2.0,6.6,0.19999999999999996,0.6900000000000001,1.0,2.84,2.0,2.6,0.4347826086956522,0.5652173913043479
0.6,0.4,0.0,12.089279999999999,13.8,2.0,2.0,5.8,0.19999999999999996,0.7699999999999999,1.0,2.44,2.0,1.8,0.5263157894736842,0.4736842105263158
0.6,0.4,0.0,12.089279999999999,13.8,2.0,2.0,5.8,0.19999999999999996,0.7699999999999999,1.0,2.44,2.0,1.8,0.5263157894736842,0.4736842105263158
0.2,0.0,0.8,14.96172,15.4,2.0,3.0,7.4,0.25,0.65,1.4,3.16,2.0,3.4,0.37037037037037035,0.6296296296296295
0.8,0.0,0.2,11.84868,13.6,2.0,3.0,5.6,0.25,0.8,1.4,2.32,2.0,1.6,0.5555555555555556,0.4444444444444445
0.8,0.0,0.2,11.84868,13.6,2.0,3.0,5.6,0.25,0.8,1.4,2.32,2.0,1.6,0.5555555555555556,0.4444444444444445
0.4,0.0,0.6,13.92404,14.8,2.0,3.0,6.8,0.25,0.7,1.4,2.88,2.0,2.8,0.4166666666666667,0.5833333333333334
0.4,0.0,0.6,13.92404,14.8,2.0,3.0,6.8,0.25,0.7,1.4,2.88,2.0,2.8,0.4166666666666667,0.5833333333333334
0.6,0.0,0.4,12.88636,14.2,2.0,3.0,6.2,0.25,0.75,1.4,2.6,2.0,2.2,0.47619047619047616,0.5238095238095238
0.6,0.0,0.4,12.88636,14.2,2.0,3.0,6.2,0.25,0.75,1.4,2.6,2.0,2.2,0.47619047619047616,0.5238095238095238
0.0,0.8,0.2,14.405240000000001,15.2,2.0,1.0,7.2,0.050000000000000044,0.64,0.3999999999999999,3.12,2.0,3.2,0.3846153846153846,0.6153846153846154
0.0,0.8,0.2,14.405240000000001,15.2,2.0,1.0,7.2,0.050000000000000044,0.64,0.3999999999999999,3.12,2.0,3.2,0.3846153846153846,0.6153846153846154
0.0,0.4,0.6,15.20232,15.6,2.0,1.0,7.6,0.050000000000000044,0.6199999999999999,0.3999999999999999,3.28,2.0,3.6,0.35714285714285715,0.6428571428571429
0.0,0.2,0.8,15.60086,15.8,2.0,1.0,7.8,0.050000000000000044,0.61,0.3999999999999999,3.3600000000000003,2.0,3.8,0.3448275862068966,0.6551724137931034
0.0,0.2,0.8,15.60086,15.8,2.0,1.0,7.8,0.050000000000000044,0.61,0.3999999999999999,3.3600000000000003,2.0,3.8,0.3448275862068966,0.6551724137931034
0.18181818181818182,0.5454545454545454,0.2727272727272727,13.96912727272727,14.909090909090908,2.0,3.0,6.909090909090909,0.25,0.6727272727272727,1.4,2.9672727272727273,2.0,2.909090909090909,0.4074074074074074,0.5925925925925926
0.5454545454545454,0.18181818181818182,0.2727272727272727,12.807054545454546,14.181818181818182,2.0,3.0,6.181818181818182,0.25,0.7454545454545454,1.4,2.6036363636363635,2.0,2.1818181818181817,0.4782608695652174,0.5217391304347826
0.5454545454545454,0.18181818181818182,0.2727272727272727,12.807054545454546,14.181818181818182,2.0,3.0,6.181818181818182,0.25,0.7454545454545454,1.4,2.6036363636363635,2.0,2.1818181818181817,0.4782608695652174,0.5217391304347826
0.7272727272727273,0.18181818181818182,0.09090909090909091,11.86370909090909,13.636363636363637,2.0,3.0,5.636363636363637,0.25,0.7909090909090909,1.4,2.349090909090909,2.0,1.6363636363636365,0.55,0.45000000000000007
0.7272727272727273,0.18181818181818182,0.09090909090909091,11.86370909090909,13.636363636363637,2.0,3.0,5.636363636363637,0.25,0.7909090909090909,1.4,2.349090909090909,2.0,1.6363636363636365,0.55,0.45000000000000007
0.18181818181818182,0.18181818181818182,0.6363636363636364,14.693745454545455,15.272727272727273,2.0,3.0,7.2727272727272725,0.25,0.6545454545454545,1.4,3.1127272727272723,2.0,3.272727272727273,0.37931034482758624,0.6206896551724138
0.36363636363636365,0.5454545454545454,0.09090909090909091,13.02578181818182,14.363636363636363,2.0,3.0,6.363636363636363,0.25,0.7181818181818183,1.4,2.712727272727273,2.0,2.3636363636363638,0.45833333333333337,0.5416666666666667
0.36363636363636365,0.5454545454545454,0.09090909090909091,13.02578181818182,14.363636363636363,2.0,3.0,6.363636363636363,0.25,0.7181818181818183,1.4,2.712727272727273,2.0,2.3636363636363638,0.45833333333333337,0.5416666666666667
0.18181818181818182,0.7272727272727273,0.09090909090909091,13.606818181818182,14.727272727272727,2.0,3.0,6.7272727272727275,0.25,0.6818181818181818,1.4,2.8945454545454545,2.0,2.727272727272727,0.4230769230769231,0.5769230769230769
0.18181818181818182,0.7272727272727273,0.09090909090909091,13.606818181818182,14.727272727272727,2.0,3.0,6.7272727272727275,0.25,0.6818181818181818,1.4,2.8945454545454545,2.0,2.727272727272727,0.4230769230769231,0.5769230769230769
0.36363636363636365,0.18181818181818182,0.45454545454545453,13.7504,14.727272727272727,2.0,3.0,6.7272727272727275,0.25,0.7000000000000001,1.4,2.858181818181818,2.0,2.727272727272727,0.4230769230769231,0.5769230769230769
0.36363636363636365,0.18181818181818182,0.45454545454545453,13.7504,14.727272727272727,2.0,3.0,6.7272727272727275,0.25,0.7000000000000001,1.4,2.858181818181818,2.0,2.727272727272727,0.4230769230769231,0.5769230769230769
0.5454545454545454,0.36363636363636365,0.09090909090909091,12.444745454545455,14.0,2.0,3.0,6.0,0.25,0.7545454545454544,1.4,2.5309090909090908,2.0,2.0,0.5,0.5
0.5454545454545454,0.36363636363636365,0.09090909090909091,12.444745454545455,14.0,2.0,3.0,6.0,0.25,0.7545454545454544,1.4,2.5309090909090908,2.0,2.0,0.5,0.5
0.18181818181818182,0.36363636363636365,0.45454545454545453,14.331436363636364,15.090909090909092,2.0,3.0,7.090909090909091,0.25,0.6636363636363636,1.4,3.0399999999999996,2.0,3.090909090909091,0.39285714285714285,0.6071428571428571
0.6363636363636364,0.2727272727272727,0.09090909090909091,12.15422727272727,13.818181818181818,2.0,3.0,5.818181818181818,0.25,0.7727272727272727,1.4,2.4400000000000004,2.0,1.8181818181818181,0.5238095238095238,0.47619047619047616
0.6363636363636364,0.2727272727272727,0.09090909090909091,12.15422727272727,13.818181818181818,2.0,3.0,5.818181818181818,0.25,0.7727272727272727,1.4,2.4400000000000004,2.0,1.8181818181818181,0.5238095238095238,0.47619047619047616
0.46153846153846156,0.3076923076923077,0.23076923076923078,12.991615384615384,14.307692307692308,2.0,3.0,6.3076923076923075,0.25,0.7307692307692307,1.4,2.670769230769231,2.0,2.3076923076923075,0.4642857142857143,0.5357142857142857
0.46153846153846156,0.3076923076923077,0.23076923076923078,12.991615384615384,14.307692307692308,2.0,3.0,6.3076923076923075,0.25,0.7307692307692307,1.4,2.670769230769231,2.0,2.3076923076923075,0.4642857142857143,0.5357142857142857
0.2727272727272727,0.6363636363636364,0.09090909090909091,13.316300000000002,14.545454545454545,2.0,3.0,6.545454545454546,0.25,0.7,1.4,2.803636363636364,2.0,2.5454545454545454,0.43999999999999995,0.5599999999999999
0.6363636363636364,0.09090909090909091,0.2727272727272727,12.516536363636362,14.0,2.0,3.0,6.0,0.25,0.7636363636363637,1.4,2.5127272727272727,2.0,2.0,0.5,0.5
0.45454545454545453,0.2727272727272727,0.2727272727272727,13.097572727272727,14.363636363636363,2.0,3.0,6.363636363636363,0.25,0.7272727272727273,1.4,2.694545454545455,2.0,2.3636363636363638,0.45833333333333337,0.5416666666666667
0.45454545454545453,0.2727272727272727,0.2727272727272727,13.097572727272727,14.363636363636363,2.0,3.0,6.363636363636363,0.25,0.7272727272727273,1.4,2.694545454545455,2.0,2.3636363636363638,0.45833333333333337,0.5416666666666667
0.5,0.3888888888888889,0.1111111111111111,12.630261111111112,14.11111111111111,2.0,3.0,6.111111111111111,0.25,0.7444444444444444,1.4,2.5844444444444448,2.0,2.111111111111111,0.4864864864864865,0.5135135135135136
0.5,0.3888888888888889,0.1111111111111111,12.630261111111112,14.11111111111111,2.0,3.0,6.111111111111111,0.25,0.7444444444444444,1.4,2.5844444444444448,2.0,2.111111111111111,0.4864864864864865,0.5135135135135136
0.45454545454545453,0.45454545454545453,0.09090909090909091,12.735263636363639,14.181818181818182,2.0,3.0,6.181818181818182,0.25,0.7363636363636363,1.4,2.6218181818181816,2.0,2.1818181818181817,0.4782608695652174,0.5217391304347826
0.45454545454545453,0.45454545454545453,0.09090909090909091,12.735263636363639,14.181818181818182,2.0,3.0,6.181818181818182,0.25,0.7363636363636363,1.4,2.6218181818181816,2.0,2.1818181818181817,0.4782608695652174,0.5217391304347826
0.8181818181818182,0.09090909090909091,0.09090909090909091,11.57319090909091,13.454545454545455,2.0,3.0,5.454545454545454,0.25,0.809090909090909,1.4,2.2581818181818183,2.0,1.4545454545454546,0.5789473684210527,0.4210526315789474
0.8181818181818182,0.09090909090909091,0.09090909090909091,11.57319090909091,13.454545454545455,2.0,3.0,5.454545454545454,0.25,0.809090909090909,1.4,2.2581818181818183,2.0,1.4545454545454546,0.5789473684210527,0.4210526315789474
0.45454545454545453,0.09090909090909091,0.45454545454545453,13.459881818181817,14.545454545454545,2.0,3.0,6.545454545454546,0.25,0.7181818181818183,1.4,2.767272727272727,2.0,2.5454545454545454,0.43999999999999995,0.5599999999999999
0.45454545454545453,0.09090909090909091,0.45454545454545453,13.459881818181817,14.545454545454545,2.0,3.0,6.545454545454546,0.25,0.7181818181818183,1.4,2.767272727272727,2.0,2.5454545454545454,0.43999999999999995,0.5599999999999999
0.3076923076923077,0.15384615384615385,0.5384615384615384,14.0964,14.923076923076923,2.0,3.0,6.923076923076923,0.25,0.6846153846153846,1.4,2.9476923076923076,2.0,2.923076923076923,0.40625,0.5937499999999999
0.4444444444444444,0.2222222222222222,0.3333333333333333,13.250622222222223,14.444444444444445,2.0,3.0,6.444444444444445,0.25,0.7222222222222222,1.4,2.728888888888889,2.0,2.4444444444444446,0.44999999999999996,0.55
0.4444444444444444,0.2222222222222222,0.3333333333333333,13.250622222222223,14.444444444444445,2.0,3.0,6.444444444444445,0.25,0.7222222222222222,1.4,2.728888888888889,2.0,2.4444444444444446,0.44999999999999996,0.55
0.4166666666666667,0.08333333333333333,0.5,13.671508333333334,14.666666666666666,2.0,3.0,6.666666666666667,0.25,0.7083333333333334,1.4,2.823333333333333,2.0,2.6666666666666665,0.42857142857142855,0.5714285714285714
0.4166666666666667,0.08333333333333333,0.5,13.671508333333334,14.666666666666666,2.0,3.0,6.666666666666667,0.25,0.7083333333333334,1.4,2.823333333333333,2.0,2.6666666666666665,0.42857142857142855,0.5714285714285714
0.5833333333333334,0.25,0.16666666666666666,12.474658333333332,14.0,2.0,3.0,6.0,0.25,0.7583333333333333,1.4,2.5233333333333334,2.0,2.0,0.5,0.5
0.5833333333333334,0.25,0.16666666666666666,12.474658333333332,14.0,2.0,3.0,6.0,0.25,0.7583333333333333,1.4,2.5233333333333334,2.0,2.0,0.5,0.5
0.15384615384615385,0.6153846153846154,0.23076923076923078,13.974907692307692,14.923076923076923,2.0,3.0,6.923076923076923,0.25,0.6692307692307692,1.4,2.9784615384615383,2.0,2.923076923076923,0.40625,0.5937499999999999
0.5,0.3,0.2,12.807389999999998,14.2,2.0,3.0,6.2,0.25,0.74,1.4,2.62,2.0,2.2,0.47619047619047616,0.5238095238095238
0.5,0.3,0.2,12.807389999999998,14.2,2.0,3.0,6.2,0.25,0.74,1.4,2.62,2.0,2.2,0.47619047619047616,0.5238095238095238
0.5294117647058824,0.4117647058823529,0.058823529411764705,12.432076470588237,14.0,2.0,3.0,6.0,0.25,0.7529411764705882,1.4,2.5341176470588236,2.0,2.0,0.5,0.5
0.5294117647058824,0.4117647058823529,0.058823529411764705,12.432076470588237,14.0,2.0,3.0,6.0,0.25,0.7529411764705882,1.4,2.5341176470588236,2.0,2.0,0.5,0.5
0.46153846153846156,0.15384615384615385,0.38461538461538464,13.298184615384615,14.461538461538462,2.0,3.0,6.461538461538462,0.25,0.723076923076923,1.4,2.732307692307692,2.0,2.4615384615384617,0.4482758620689655,0.5517241379310345
0.46153846153846156,0.15384615384615385,0.38461538461538464,13.298184615384615,14.461538461538462,2.0,3.0,6.461538461538462,0.25,0.723076923076923,1.4,2.732307692307692,2.0,2.4615384615384617,0.4482758620689655,0.5517241379310345
0.6666666666666666,0.2222222222222222,0.1111111111111111,12.097644444444445,13.777777777777779,2.0,3.0,5.777777777777778,0.25,0.7777777777777777,1.4,2.417777777777778,2.0,1.7777777777777777,0.5294117647058824,0.47058823529411764
0.6666666666666666,0.2222222222222222,0.1111111111111111,12.097644444444445,13.777777777777779,2.0,3.0,5.777777777777778,0.25,0.7777777777777777,1.4,2.417777777777778,2.0,1.7777777777777777,0.5294117647058824,0.47058823529411764
0.5,0.35714285714285715,0.14285714285714285,12.693521428571428,14.142857142857142,2.0,3.0,6.142857142857143,0.25,0.7428571428571428,1.4,2.597142857142857,2.0,2.142857142857143,0.48275862068965514,0.5172413793103448
0.5,0.35714285714285715,0.14285714285714285,12.693521428571428,14.142857142857142,2.0,3.0,6.142857142857143,0.25,0.7428571428571428,1.4,2.597142857142857,2.0,2.142857142857143,0.48275862068965514,0.5172413793103448
0.6,0.2,0.2,12.487820000000001,14.0,2.0,3.0,6.0,0.25,0.76,1.4,2.52,2.0,2.0,0.5,0.5
0.15384615384615385,0.3076923076923077,0.5384615384615384,14.588046153846154,15.23076923076923,2.0,3.0,7.230769230769231,0.25,0.6538461538461539,1.4,3.1015384615384614,2.0,3.230769230769231,0.38235294117647056,0.6176470588235294
0.3076923076923077,0.3076923076923077,0.38461538461538464,13.789830769230772,14.76923076923077,2.0,3.0,6.769230769230769,0.25,0.6923076923076923,1.4,2.886153846153846,2.0,2.769230769230769,0.41935483870967744,0.5806451612903226
0.3076923076923077,0.3076923076923077,0.38461538461538464,13.789830769230772,14.76923076923077,2.0,3.0,6.769230769230769,0.25,0.6923076923076923,1.4,2.886153846153846,2.0,2.769230769230769,0.41935483870967744,0.5806451612903226
0.3076923076923077,0.46153846153846156,0.23076923076923078,13.483261538461537,14.615384615384615,2.0,3.0,6.615384615384615,0.25,0.7000000000000001,1.4,2.8246153846153845,2.0,2.6153846153846154,0.43333333333333335,0.5666666666666668
0.47368421052631576,0.3684210526315789,0.15789473684210525,12.807584210526317,14.210526315789474,2.0,3.0,6.2105263157894735,0.25,0.7368421052631579,1.4,2.6294736842105264,2.0,2.210526315789474,0.47500000000000003,0.5250000000000001
0.47368421052631576,0.3684210526315789,0.15789473684210525,12.807584210526317,14.210526315789474,2.0,3.0,6.2105263157894735,0.25,0.7368421052631579,1.4,2.6294736842105264,2.0,2.210526315789474,0.47500000000000003,0.5250000000000001
0.6153846153846154,0.15384615384615385,0.23076923076923078,12.49996923076923,14.0,2.0,3.0,6.0,0.25,0.7615384615384614,1.4,2.516923076923077,2.0,2.0,0.5,0.5
0.3,0.3,0.4,13.845070000000002,14.8,2.0,3.0,6.8,0.25,0.6900000000000001,1.4,2.9,2.0,2.8,0.4166666666666667,0.5833333333333334
0.3,0.5,0.2,13.44653,14.6,2.0,3.0,6.6,0.25,0.7,1.4,2.82,2.0,2.6,0.4347826086956522,0.5652173913043479
0.4166666666666667,0.08333333333333333,0.5,13.671508333333334,14.666666666666666,2.0,3.0,6.666666666666667,0.25,0.7083333333333334,1.4,2.823333333333333,2.0,2.6666666666666665,0.42857142857142855,0.5714285714285714
0.4166666666666667,0.08333333333333333,0.5,13.671508333333334,14.666666666666666,2.0,3.0,6.666666666666667,0.25,0.7083333333333334,1.4,2.823333333333333,2.0,2.6666666666666665,0.42857142857142855,0.5714285714285714
0.35714285714285715,0.35714285714285715,0.2857142857142857,13.43472142857143,14.571428571428571,2.0,3.0,6.571428571428571,0.25,0.7071428571428572,1.4,2.7971428571428567,2.0,2.5714285714285716,0.4375,0.5625000000000001
0.35714285714285715,0.35714285714285715,0.2857142857142857,13.43472142857143,14.571428571428571,2.0,3.0,6.571428571428571,0.25,0.7071428571428572,1.4,2.7971428571428567,2.0,2.5714285714285716,0.4375,0.5625000000000001
0.35714285714285715,0.5,0.14285714285714285,13.150049999999998,14.428571428571429,2.0,3.0,6.428571428571429,0.25,0.7142857142857143,1.4,2.7399999999999998,2.0,2.4285714285714284,0.45161290322580644,0.5483870967741935
0.4782608695652174,0.391304347826087,0.13043478260869565,12.738239130434781,14.173913043478262,2.0,3.0,6.173913043478261,0.25,0.7391304347826086,1.4,2.6139130434782607,2.0,2.1739130434782608,0.4791666666666667,0.5208333333333334
0.4782608695652174,0.391304347826087,0.13043478260869565,12.738239130434781,14.173913043478262,2.0,3.0,6.173913043478261,0.25,0.7391304347826086,1.4,2.6139130434782607,2.0,2.1739130434782608,0.4791666666666667,0.5208333333333334
0.4375,0.1875,0.375,13.355843749999998,14.5,2.0,3.0,6.5,0.25,0.71875,1.4,2.7525000000000004,2.0,2.5,0.4444444444444444,0.5555555555555556
0.4375,0.1875,0.375,13.355843749999998,14.5,2.0,3.0,6.5,0.25,0.71875,1.4,2.7525000000000004,2.0,2.5,0.4444444444444444,0.5555555555555556
0.7,0.1,0.2,12.168249999999999,13.8,2.0,3.0,5.8,0.25,0.78,1.4,2.42,2.0,1.8,0.5263157894736842,0.4736842105263158
0.7,0.1,0.2,12.168249999999999,13.8,2.0,3.0,5.8,0.25,0.78,1.4,2.42,2.0,1.8,0.5263157894736842,0.4736842105263158
0.42105263157894735,0.10526315789473684,0.47368421052631576,13.605052631578946,14.631578947368421,2.0,3.0,6.631578947368421,0.25,0.7105263157894737,1.4,2.8084210526315787,2.0,2.6315789473684212,0.4318181818181818,0.5681818181818182
0.42105263157894735,0.10526315789473684,0.47368421052631576,13.605052631578946,14.631578947368421,2.0,3.0,6.631578947368421,0.25,0.7105263157894737,1.4,2.8084210526315787,2.0,2.6315789473684212,0.4318181818181818,0.5681818181818182
0.4,0.4,0.2,13.12696,14.4,2.0,3.0,6.4,0.25,0.72,1.4,2.7199999999999998,2.0,2.4,0.45454545454545453,0.5454545454545454
0.4,0.4,0.2,13.12696,14.4,2.0,3.0,6.4,0.25,0.72,1.4,2.7199999999999998,2.0,2.4,0.45454545454545453,0.5454545454545454
0.5555555555555556,0.3333333333333333,0.1111111111111111,12.45272222222222,14.0,2.0,3.0,6.0,0.25,0.7555555555555555,1.4,2.528888888888889,2.0,2.0,0.5,0.5
0.5555555555555556,0.3333333333333333,0.1111111111111111,12.45272222222222,14.0,2.0,3.0,6.0,0.25,0.7555555555555555,1.4,2.528888888888889,2.0,2.0,0.5,0.5
0.42857142857142855,0.2857142857142857,0.2857142857142857,13.206457142857143,14.428571428571429,2.0,3.0,6.428571428571429,0.25,0.7214285714285714,1.4,2.7257142857142855,2.0,2.4285714285714284,0.45161290322580644,0.5483870967741935
0.42857142857142855,0.2857142857142857,0.2857142857142857,13.206457142857143,14.428571428571429,2.0,3.0,6.428571428571429,0.25,0.7214285714285714,1.4,2.7257142857142855,2.0,2.4285714285714284,0.45161290322580644,0.5483870967741935
0.6428571428571429,0.21428571428571427,0.14285714285714285,12.236992857142855,13.857142857142858,2.0,3.0,5.857142857142857,0.25,0.7714285714285714,1.4,2.454285714285714,2.0,1.8571428571428572,0.5185185185185185,0.4814814814814815
0.6428571428571429,0.21428571428571427,0.14285714285714285,12.236992857142855,13.857142857142858,2.0,3.0,5.857142857142857,0.25,0.7714285714285714,1.4,2.454285714285714,2.0,1.8571428571428572,0.5185185185185185,0.4814814814814815
0.3,0.1,0.6,14.24361,15.0,2.0,3.0,7.0,0.25,0.6799999999999999,1.4,2.98,2.0,3.0,0.4,0.6
0.25,0.4166666666666667,0.3333333333333333,13.872008333333333,14.833333333333334,2.0,3.0,6.833333333333333,0.25,0.6833333333333332,1.4,2.9233333333333333,2.0,2.8333333333333335,0.4137931034482759,0.5862068965517242
0.25,0.4166666666666667,0.3333333333333333,13.872008333333333,14.833333333333334,2.0,3.0,6.833333333333333,0.25,0.6833333333333332,1.4,2.9233333333333333,2.0,2.8333333333333335,0.4137931034482759,0.5862068965517242
0.5384615384615384,0.38461538461538464,0.07692307692307693,12.439223076923078,14.0,2.0,3.0,6.0,0.25,0.7538461538461537,1.4,2.5323076923076924,2.0,2.0,0.5,0.5
0.5384615384615384,0.38461538461538464,0.07692307692307693,12.439223076923078,14.0,2.0,3.0,6.0,0.25,0.7538461538461537,1.4,2.5323076923076924,2.0,2.0,0.5,0.5
0.35714285714285715,0.21428571428571427,0.42857142857142855,13.719392857142855,14.714285714285714,2.0,3.0,6.714285714285714,0.25,0.7000000000000001,1.4,2.8542857142857145,2.0,2.7142857142857144,0.42424242424242425,0.5757575757575758
0.35714285714285715,0.21428571428571427,0.42857142857142855,13.719392857142855,14.714285714285714,2.0,3.0,6.714285714285714,0.25,0.7000000000000001,1.4,2.8542857142857145,2.0,2.7142857142857144,0.42424242424242425,0.5757575757575758
0.5833333333333334,0.08333333333333333,0.3333333333333333,12.806775,14.166666666666666,2.0,3.0,6.166666666666667,0.25,0.75,1.4,2.59,2.0,2.1666666666666665,0.48,0.5199999999999999
0.5833333333333334,0.08333333333333333,0.3333333333333333,12.806775,14.166666666666666,2.0,3.0,6.166666666666667,0.25,0.75,1.4,2.59,2.0,2.1666666666666665,0.48,0.5199999999999999
0.21428571428571427,0.35714285714285715,0.42857142857142855,14.175921428571428,15.0,2.0,3.0,7.0,0.25,0.6714285714285714,1.4,2.9971428571428573,2.0,3.0,0.4,0.6
0.4117647058823529,0.058823529411764705,0.5294117647058824,13.745782352941175,14.705882352941176,2.0,3.0,6.705882352941177,0.25,0.7058823529411765,1.4,2.84,2.0,2.7058823529411766,0.425,0.5750000000000001
0.4117647058823529,0.058823529411764705,0.5294117647058824,13.745782352941175,14.705882352941176,2.0,3.0,6.705882352941177,0.25,0.7058823529411765,1.4,2.84,2.0,2.7058823529411766,0.425,0.5750000000000001
